变量,β系数,SE,OR值,95%CI下限,95%CI上限,P值
首次异常D-二聚体检测数值（μg/ml FEU）_7.03,-22.9511,146229.8093,0.0,0.0,inf,0.999874770364689
主要疾病诊断_胃多发溃疡并出血,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_胆总管结石,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
入院科室_泌尿外科,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_右髂骨粉碎性骨折,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_右胫骨骨折 ,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_2.33,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_左胫骨平台骨折,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_1.04,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
"主要疾病诊断_横结肠低分化腺癌TxNxM1,Ⅳ期",-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_抗合成酶综合征,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_0.55,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_1.59,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_急性大面积脑梗死,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_恶性肿瘤维持性化学治疗,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_1.4,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_心源性脑栓塞,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_1.46,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_左侧大隐静脉曲张,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_左侧基底节区出血,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_1.75,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_1.94,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_类风湿性关节炎,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_1.51,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_1.27,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_1.35,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_慢性阻塞性肺病伴有急性加重,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_0.71,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_社区获得性肺炎,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_3.67,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_4.27,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_冠状动脉粥样硬化性心脏病,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_4.9,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_4.75,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_1.双侧乳腺肿物性质待查：纤维腺瘤？乳腺腺病？乳腺癌？,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_乳腺恶性肿瘤,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_4.72,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_冠状动脉粥样硬化性心脏病 三支病变,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_前列腺恶性肿瘤并多发骨转移,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_双侧腹股沟复发性直疝,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_双肾多发错构瘤,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_双侧颈内动脉C5段动脉瘤可能,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_6.18,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_6.59,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_7.62,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_13.67,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_脑血管狭窄,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_脓毒血症,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_3.65,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_2.27,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_1.85,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_2.01,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_2.92,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_2.69,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_2.49,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_发热查因：重症肺炎？其他？,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_左侧椎动脉V4段夹层动脉瘤,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_左股骨粗隆下骨折术后,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_2.23,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_右肺肺炎,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_非创伤性脑内血肿,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_降结肠恶性肿瘤结肠癌伴出血,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_24.08,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_12.13,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
主要疾病诊断_双肺肺炎（肺炎克雷伯杆菌+白色念珠菌+克柔念珠菌）,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_3.77,-22.9511,146229.8093,0.0,0.0,inf,0.9998747703646895
首次异常D-二聚体检测数值（μg/ml FEU）_3.0,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
主要疾病诊断_取除下腔静脉滤器,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
主要疾病诊断_大脑中动脉狭窄,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
主要疾病诊断_右肺嗜肺军团菌肺炎,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_3.21,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_1.3,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
主要疾病诊断_急性肺栓塞,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
主要疾病诊断_急性肺动脉栓塞,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_1.62,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_1.72,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_0.84,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
主要疾病诊断_脑血管意外,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_0.59,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_0.6,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
入院科室_介入科,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_2.47,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_2.29,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_0.69,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_0.73,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_0.72,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_0.8,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_3.75,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
主要疾病诊断_丘脑出血,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
首次异常D-二聚体检测数值（μg/ml FEU）_5.74,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
主要疾病诊断_脑转移瘤术后恢复期,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
主要疾病诊断_出血性脑梗死,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
主要疾病诊断_颅占位性病变,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698164
主要疾病诊断_腰椎间盘突出伴神经根病,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_腰椎压缩性骨折,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_7.44,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_7.17,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_乙状结肠肿瘤,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_下肢静脉血栓形成,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_下肢肌肉损伤,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_50.54,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_22.0,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_21.7,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_4.58,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_4.63,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_14.52,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_3.25,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_再生障碍性贫血,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_十二指肠腺癌并出血,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_吞咽困难,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_3.03,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_2.51,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_大气道狭窄,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_3.76,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_0.79,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_社区获得性肺炎，重症,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_肝脏转移瘤,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_急性心力衰竭,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_急性广泛前壁心肌梗死,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_急性多发脑梗死,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_1.43,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_梗阻性黄疸,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_1.81,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_急性脑梗死(左侧额顶枕叶、左侧侧脑室旁、右侧额叶 心源性栓塞型可能性大),-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_1.58,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_支气管或肺恶性肿瘤,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_手术后恶性肿瘤化学治疗,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_0.83,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_慢性肺源性心脏病失代偿期,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
首次异常D-二聚体检测数值（μg/ml FEU）_0.74,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
入院科室_全科医学科,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_胸痛,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
入院科室_甲乳外科,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_胸段脊髓胶质瘤，WHO2级,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_胆囊结石伴急性胆囊炎,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
入院科室_创伤中心,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
主要疾病诊断_肺挫伤,-22.9511,146229.8158,0.0,0.0,inf,0.9998747703698166
入院科室_重症医学科,-24.7384,176151.9921,0.0,0.0,inf,0.9998879467867364
出血风险评估（1/0）,29.4867,260054.7447,6395758899336.918,0.0,inf,0.9999095307885415
首次异常D-二聚体检测数值（μg/ml FEU）_0.56,-29.0069,699589.4647,0.0,0.0,inf,0.9999669175513295
首次异常D-二聚体检测数值（μg/ml FEU）_5.3,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_发热、呕吐,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_4.67,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_4.91,29.6954,1820413.9668,7880631149580.015,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_4.76,29.6954,1820413.9668,7880631149579.958,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_5.01,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_9.23,29.6954,1820413.9668,7880631149579.958,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_23.42,29.6954,1820413.9668,7880631149579.958,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_25.39,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_2型糖尿病,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_7.32,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_6.6,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_6.55,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_14.19,29.6954,1820413.9668,7880631149579.958,0.0,inf,0.9999869845404147
